text,next_word
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 613]",[506]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 613, 506]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 613, 506, 399]",[33]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 613, 506, 399, 33]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 613, 506, 399, 33, 808]",[2113]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 613, 506, 399, 33, 808, 2113]",[1044]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 483, 291]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 483, 291, 399]",[2956]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 483, 291, 399, 2956]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 483, 291, 399, 2956, 808]",[1942]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 483, 291, 399, 2956, 808, 1942]",[2941]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825]",[2011]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011]",[145]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145]",[940]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145, 940]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145, 940, 399]",[2883]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145, 940, 399, 2883]",[256]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145, 940, 399, 2883, 256]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145, 940, 399, 2883, 256, 808]",[1942]
"[0, 0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145, 940, 399, 2883, 256, 808, 1942]",[2859]
"[0, 0, 0, 0, 0, 0, 754, 1580, 1504, 825, 2011, 145, 940, 399, 2883, 256, 808, 1942, 2859]",[1505]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1237, 825, 1282]",[377]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1237, 825, 1282, 377]",[1445]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1237, 825, 1282, 377, 1445]",[1687]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940]",[1463]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 1463]",[1508]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 1463, 1508]",[2726]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 1463, 1508, 2726]",[2675]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808]",[1799]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1799]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1799, 177]",[2912]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1799, 177, 2912]",[1976]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1799, 177, 2912, 1976]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1799, 177, 2912, 1976, 399]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191]",[2577]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191, 2577]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191, 2577, 193]",[1781]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191, 2577, 193, 1781]",[2774]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191, 2577, 193, 1781, 2774]",[1651]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191, 2577, 193, 1781, 2774, 1651]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191, 2577, 193, 1781, 2774, 1651, 3005]",[1332]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 191, 2577, 193, 1781, 2774, 1651, 3005, 1332]",[1805]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2224, 2901, 3005, 257]",[1383]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2224, 2901, 3005, 257, 1383]",[2898]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 984]",[282]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 984, 282]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 984, 282, 193]",[443]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 984, 282, 193, 443]",[1049]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 984, 282, 193, 443, 1049]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 984, 282, 193, 443, 1049, 808]",[2486]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005]",[2464]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005, 2464]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005, 2464, 399]",[570]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005, 2464, 399, 570]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005, 2464, 399, 570, 808]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005, 2464, 399, 570, 808, 2859]",[829]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808]",[1934]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1934]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1934, 177]",[1272]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1934, 177, 1272]",[198]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005]",[1463]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005, 1463]",[137]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005, 1463, 137]",[545]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005, 1463, 137, 545]",[527]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005, 1463, 137, 545, 527]",[1878]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005, 1463, 137, 545, 527, 1878]",[858]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005, 1463, 137, 545, 527, 1878, 858]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1666, 3005, 1463, 137, 545, 527, 1878, 858, 177]",[2635]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2414, 193, 399]",[2883]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2414, 193, 399, 2883]",[33]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2414, 193, 399, 2883, 33]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2414, 193, 399, 2883, 33, 808]",[2474]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2414, 193, 399, 2883, 33, 808, 2474]",[489]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2414, 193, 399, 2883, 33, 808, 2474, 489]",[2948]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 1463, 1508]",[2231]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 1463, 1508, 2231]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 346, 940, 1463, 1508, 2231, 177]",[709]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2224, 1720, 193, 2185]",[1493]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2224, 1720, 193, 2185, 1493]",[74]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1867]",[2508]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1867, 2508]",[1976]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1867, 2508, 1976]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 1072, 825, 628, 808, 1867, 2508, 1976, 399]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 719, 291]",[1155]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 719, 291, 1155]",[315]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2206, 719, 291, 1155, 315]",[2354]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005]",[257]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005, 257]",[204]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 720, 2901, 3005, 257, 204]",[1445]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 2040, 940]",[984]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 2040, 940, 984]",[282]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 2040, 940, 984, 282]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 2040, 940, 984, 282, 193]",[443]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 789, 2040, 940, 984, 282, 193, 443]",[2774]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580]",[521]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 521]",[718]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 521, 718]",[1140]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 521, 718, 1140]",[2514]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 521, 718, 1140, 2514]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 521, 718, 1140, 2514, 193]",[1538]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 521, 718, 1140, 2514, 193, 1538]",[2474]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 521, 718, 1140, 2514, 193, 1538, 2474]",[2770]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580]",[708]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859, 193]",[1602]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859, 193, 1602]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859, 193, 1602, 825]",[628]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859, 193, 1602, 825, 628]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859, 193, 1602, 825, 628, 808]",[1676]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859, 193, 1602, 825, 628, 808, 1676]",[177]
"[0, 0, 0, 0, 0, 0, 0, 754, 1580, 708, 399, 2859, 193, 1602, 825, 628, 808, 1676, 177]",[2480]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580]",[2528]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2528]",[1720]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2528, 1720]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2528, 1720, 193]",[2185]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2528, 1720, 193, 2185]",[1493]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 1580, 2528, 1720, 193, 2185, 1493]",[74]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916]",[849]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849]",[1755]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005]",[178]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005, 178]",[1257]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005, 178, 1257]",[2044]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005, 178, 1257, 2044]",[2764]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005, 178, 1257, 2044, 2764]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005, 178, 1257, 2044, 2764, 177]",[1748]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005, 178, 1257, 2044, 2764, 177, 1748]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1755, 3005, 178, 1257, 2044, 2764, 177, 1748, 193]",[680]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825]",[2657]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657]",[2384]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657, 2384]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657, 2384, 193]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657, 2384, 193, 399]",[541]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657, 2384, 193, 399, 541]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657, 2384, 193, 399, 541, 808]",[2474]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657, 2384, 193, 399, 541, 808, 2474]",[1228]
"[0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 2657, 2384, 193, 399, 541, 808, 2474, 1228]",[1044]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825]",[1252]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859]",[593]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859, 593]",[1909]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859, 593, 1909]",[1142]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859, 593, 1909, 1142]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859, 593, 1909, 1142, 193]",[1415]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859, 593, 1909, 1142, 193, 1415]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859, 593, 1909, 1142, 193, 1415, 825]",[1806]
"[0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1252, 2859, 593, 1909, 1142, 193, 1415, 825, 1806]",[914]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849]",[1434]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434]",[1079]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079]",[940]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940]",[1110]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940, 1110]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940, 1110, 193]",[1942]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940, 1110, 193, 1942]",[2674]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940, 1110, 193, 1942, 2674]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940, 1110, 193, 1942, 2674, 177]",[822]
"[0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940, 1110, 193, 1942, 2674, 177, 822]",[1338]
"[0, 0, 0, 0, 0, 0, 0, 1916, 849, 1434, 1079, 940, 1110, 193, 1942, 2674, 177, 822, 1338]",[167]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825]",[1774]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1774]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1774, 808]",[414]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1774, 808, 414]",[1133]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1774, 808, 414, 1133]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1774, 808, 414, 1133, 825]",[2890]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1774, 808, 414, 1133, 825, 2890]",[2458]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1774, 808, 414, 1133, 825, 2890, 2458]",[1392]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849]",[2985]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985]",[71]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985, 71]",[1784]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985, 71, 1784]",[2113]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985, 71, 1784, 2113]",[1348]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985, 71, 1784, 2113, 1348]",[718]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985, 71, 1784, 2113, 1348, 718]",[99]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985, 71, 1784, 2113, 1348, 718, 99]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 2985, 71, 1784, 2113, 1348, 718, 99, 177]",[1091]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825]",[851]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851]",[1310]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851, 1310]",[417]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851, 1310, 417]",[1994]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851, 1310, 417, 1994]",[2273]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851, 1310, 417, 1994, 2273]",[1916]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851, 1310, 417, 1994, 2273, 1916]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851, 1310, 417, 1994, 2273, 1916, 193]",[1075]
"[0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 851, 1310, 417, 1994, 2273, 1916, 193, 1075]",[3015]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825]",[411]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411]",[2349]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349]",[107]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349, 107]",[406]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349, 107, 406]",[1942]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349, 107, 406, 1942]",[2764]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349, 107, 406, 1942, 2764]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349, 107, 406, 1942, 2764, 193]",[2185]
"[0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349, 107, 406, 1942, 2764, 193, 2185]",[178]
"[0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 411, 2349, 107, 406, 1942, 2764, 193, 2185, 178]",[2619]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825]",[1753]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1753]",[430]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1753, 430]",[2144]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1753, 430, 2144]",[876]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1753, 430, 2144, 876]",[1809]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1753, 430, 2144, 876, 1809]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1753, 430, 2144, 876, 1809, 193]",[2474]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 1753, 430, 2144, 876, 1809, 193, 2474]",[719]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825]",[116]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 116]",[2736]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 116, 2736]",[1515]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1916, 849, 825, 116, 2736, 1515]",[193]
